UniqueCount	AmbigCount
15	0
0	0
11	0
0	0
151	0
0	0
0	0
0	0
0	0
15	0
1	0
16	0
0	0
0	0
0	0
40	0
0	0
65	0
11	0
11	0
20	0
6	0
1	0
0	0
0	0
0	0
17	0
8	0
40	0
47	0
20	0
0	0
0	0
50	0
6	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
0	0
4	0
21	0
0	0
15	0
43	0
2	0
114	0
31	0
0	0
0	0
5	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
50	0
11	0
0	0
0	0
0	0
17	0
12	0
238	0
262	0
0	0
0	0
13	0
0	0
36	0
24	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	0
74	0
92	0
0	0
30	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
27	0
0	0
0	0
33	0
436	0
3692	0
46778	0
0	0
0	0
0	0
0	0
18	0
0	0
4	0
4	0
2	0
1	0
0	0
27	0
44	0
58	0
52	0
49	0
43	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	0
71	0
26	0
11	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
36	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
22	0
0	0
67	0
7	0
3	0
27	0
0	0
0	0
22	0
19	0
26	0
4	0
16	0
18	0
0	0
0	0
0	0
0	0
9	0
0	0
0	0
0	0
3	0
21	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
8	0
0	0
31	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	0
31	0
62	0
0	0
23	0
194	0
0	0
8	0
1097	0
355	0
60	0
1998	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
30	0
18	0
0	0
0	0
0	0
0	0
0	0
8	0
4	0
0	0
0	0
0	0
47	0
33	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
65	0
5	0
0	0
0	0
0	0
0	0
29	0
148	0
25	0
69	0
111	0
122	0
224	0
142	0
653	0
424	0
686	0
1044	0
115	0
59	0
25	0
167	0
0	0
0	0
15	0
0	0
0	0
0	0
0	0
11	0
14	0
0	0
0	0
0	0
0	0
0	0
36	0
53	0
9	0
3	0
0	0
11	0
0	0
22	0
12	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
47	0
41	0
0	0
38	0
0	0
0	0
0	0
0	0
14	1
143	0
92	0
17	0
0	0
0	0
0	0
22	0
0	0
0	0
0	0
0	0
16	0
24	0
0	0
0	0
0	0
3	0
28	0
0	0
0	0
0	0
0	0
22	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
1	0
25	0
29	0
9	0
36	0
38	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
0	0
0	0
29	0
0	0
8	0
0	0
15	0
26	0
0	0
27	0
138	0
0	0
10	0
143	0
5	0
26	0
29	0
0	0
20	0
12	0
9	0
0	0
0	0
1	0
76	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
19	0
0	0
23	0
15	0
0	0
14	0
15	0
14	0
78	0
13	0
6	0
18	0
30	0
30	0
0	0
44	0
15	0
29	0
0	0
0	0
128	0
10	0
194	0
0	0
0	0
0	0
138	0
0	0
18	0
0	0
34	0
0	0
0	0
0	0
0	0
0	0
0	0
21	0
17	0
4	0
0	0
0	0
7	0
0	0
19	0
0	0
11	0
57	0
149	0
215	0
4	0
0	0
19	0
124	0
26	0
8	0
0	0
19	0
15	0
14	0
0	0
1	0
0	0
171	0
226	0
20	0
4	0
0	0
0	0
226	0
32	0
13	0
0	0
0	0
52	0
42	0
113	0
23	0
36	0
31	0
0	0
