UniqueCount	AmbigCount
20	0
0	0
35	0
5	0
127	0
2	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
14	0
0	0
6	0
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
21	0
12	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
8	0
7	0
4	0
11	0
0	0
3	0
0	0
5	0
8	0
5	0
19	0
0	0
41	0
3	0
21	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
9	0
18	0
0	0
63	0
113	0
8	0
0	0
33	0
0	0
31	0
13	0
0	0
0	0
0	0
0	0
9	0
11	0
3	0
0	0
0	0
0	0
0	0
0	0
5	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
17	0
62	0
9	0
0	0
0	0
3	0
0	0
11	0
0	0
0	0
0	0
26	0
0	0
0	0
1	0
107	0
1226	0
16858	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
0	0
0	0
2	0
16	0
25	0
29	0
49	0
55	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
26	0
17	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
14	0
11	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
4	0
13	0
2	0
16	0
5	0
0	0
0	0
20	0
0	0
0	0
0	0
1	0
14	0
0	0
0	0
0	0
0	0
9	0
0	0
0	0
0	0
0	0
3	0
22	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
39	0
18	0
9	0
77	0
11	0
26	0
824	0
471	0
6	0
1871	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	0
0	0
0	0
8	0
9	0
0	0
0	0
0	0
0	0
0	0
3	0
8	0
0	0
0	0
16	0
0	0
0	0
3	0
1	0
0	0
44	0
81	0
78	0
117	0
182	0
102	0
147	0
135	0
391	0
317	0
508	0
702	0
53	0
42	0
9	0
140	0
0	0
0	0
2	0
0	0
12	0
27	0
2	0
27	0
2	1
0	0
0	0
0	0
0	0
0	0
0	0
10	0
2	0
0	0
2	0
0	0
9	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	0
9	0
2	0
0	0
0	0
19	0
7	0
0	0
12	0
45	0
89	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	0
0	0
0	0
0	0
8	0
0	0
0	0
4	0
0	0
0	0
19	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
1	0
20	0
14	0
0	0
79	0
8	0
0	0
16	0
8	0
6	0
6	0
10	0
0	0
3	0
8	0
0	0
5	0
13	0
60	0
0	0
0	0
0	0
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
3	0
6	0
0	0
20	0
40	0
0	0
0	0
0	0
10	0
0	0
5	0
5	0
4	0
19	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
9	0
0	0
46	0
0	0
0	0
0	0
97	0
6	0
27	0
3	0
34	0
34	0
3	0
8	0
10	0
11	0
20	0
24	0
26	0
44	0
26	0
0	0
15	0
6	0
15	0
0	0
28	0
66	0
91	0
161	0
0	0
17	0
10	0
110	0
0	0
0	0
12	0
29	0
25	0
7	0
1	0
43	0
23	0
64	0
131	0
0	0
50	0
8	0
14	0
152	0
7	0
0	0
0	0
0	0
11	0
25	0
57	0
7	0
18	0
15	0
10	0
16	0
0	0
0	0
0	0
161	0
9	0
9	0
3	0
0	0
0	0
0	0
0	0
12	0
0	0
26	0
44	0
0	0
0	0
27	0
4	0
30	0
0	0
0	0
0	0
0	0
3	0
10	0
8	0
3	0
7	2
16	0
16	0
0	0
0	0
0	0
0	0
0	0
11	1
0	0
1299	0
9	0
0	0
12	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
15	0
9	0
12	0
23	0
0	0
51	0
124	0
136	0
5	0
6	0
2434	0
10	0
52	0
3	0
12	0
9	0
0	0
12	0
30	0
5	0
84	0
60	0
81	0
0	0
0	0
30	0
4	0
42	0
161	0
12	0
2	0
44	0
9	0
34	0
59	0
698	0
224	0
354	0
2541	0
0	0
19	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
18	0
5	0
0	0
0	0
1	0
3	2
1	0
0	0
8	1
23	1
2	0
0	0
2	0
0	0
7	0
185	0
157	0
10	0
0	0
40	0
39	0
13	0
11	0
22	0
18	0
27	0
12	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
33	0
100	0
2	0
18	0
10	0
135	0
2366	0
1	0
15	0
5	0
417	0
87	0
10	0
0	0
15	0
31	0
13	0
36	0
11	0
227	0
56	0
0	0
16	0
41	0
28	0
144	0
6	0
25	0
11	0
47	0
0	0
2	0
59	0
5	0
14	0
0	0
6	0
7	0
0	0
0	0
0	0
3	0
0	0
0	0
8	0
8	0
5	0
0	0
4	0
32	0
6	0
0	0
28	0
11	0
28	0
12	0
13	0
30	0
84	0
34	0
88	0
12	0
0	0
0	0
4	0
14	0
0	0
11	0
67	0
0	0
0	0
0	0
0	0
0	0
18	0
32	0
1	0
7	0
0	0
22	0
9	0
0	0
0	0
0	0
90	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
