UniqueCount	AmbigCount
1	0
0	0
0	0
3	0
29	0
0	0
0	0
0	0
0	0
10	0
5	0
20	0
0	0
0	0
0	0
0	0
4	0
25	0
0	0
6	0
0	0
0	0
0	0
0	0
14	0
20	0
11	0
11	0
20	0
0	0
0	0
0	0
0	0
3	0
6	0
1	0
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
23	0
22	0
6	0
0	0
0	0
0	0
5	0
28	0
44	0
0	0
11	0
12	0
1	0
52	0
17	0
11	0
16	0
19	0
0	0
0	0
2	0
7	0
9	0
0	0
1	0
0	0
0	0
0	0
60	0
8	0
1692	0
0	0
0	0
0	0
8	0
0	0
13	0
1	0
0	0
5	0
4	0
0	0
1	0
2	0
0	0
0	0
0	0
0	0
13	0
62	0
11	0
3	0
7	0
0	0
1	0
41	0
30	0
41	0
42	0
60	0
0	0
144	0
0	0
0	0
11	0
0	0
0	0
0	0
38	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
6	0
0	0
0	0
0	0
91	0
895	0
15044	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
0	0
0	0
0	0
0	0
0	0
1	0
6	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
41	0
82	0
39	0
3	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	0
24	0
13	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
17	0
21	0
21	0
14	0
44	0
21	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
67	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	0
0	0
28	0
1	0
42	0
22	0
0	0
54	0
220	0
193	0
11	0
14	0
9	0
32	0
0	0
0	0
0	0
0	0
17	0
51	0
0	0
0	0
6	0
2	0
0	0
14	0
0	0
0	0
0	0
19	0
8	0
25	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
22	0
3	0
24	0
54	0
87	0
48	0
62	0
43	0
125	0
62	0
83	0
141	0
6	0
8	0
0	0
20	0
0	0
6	0
3	0
0	0
0	0
19	0
12	0
18	0
0	0
5	0
0	0
17	0
0	0
22	0
65	0
17	0
28	0
75	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
14	0
0	0
0	0
19	1
0	0
0	0
0	0
0	0
0	0
0	0
2	0
10	0
5	0
0	0
2	0
60	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
8	0
0	0
21	0
35	0
10	0
19	0
123	0
88	0
28	0
18	0
3	0
13	0
0	0
12	0
0	0
14	0
10	0
91	0
0	0
45	0
8	0
288	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
16	0
0	0
0	0
7	0
0	0
0	0
0	0
6	0
0	0
6	0
0	0
15	0
0	0
20	0
5	0
33	0
26	0
13	0
31	0
18	0
40	0
20	0
0	0
1	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
21	0
7	0
2	0
6	0
12	0
7	0
2	0
0	0
0	0
4	0
4	0
3	0
7	0
0	0
0	0
0	0
0	0
0	0
7	0
1	0
5	0
20	0
9	0
85	0
0	0
0	0
4	0
90	0
0	0
0	0
1	0
7	0
40	0
11	0
2	0
11	0
20	0
143	0
285	0
7	0
10	0
0	0
9	0
57	0
0	0
0	0
0	0
0	0
10	0
13	0
7	0
1	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
98	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
13	0
5	0
0	0
0	0
0	0
0	0
0	0
4	0
60	0
0	0
0	0
0	0
7	0
0	0
15	0
0	0
0	0
0	0
0	0
34	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
132	0
0	0
0	0
0	0
0	0
0	0
2	0
1	0
8	0
0	0
0	0
0	0
1	0
3	0
9	0
0	0
13	0
60	0
191	0
21	0
13	0
1328	0
0	0
0	0
0	0
16	0
0	0
0	0
0	0
0	0
0	0
42	0
14	0
60	0
0	0
10	0
12	0
0	0
0	0
38	0
0	0
0	0
46	0
11	0
9	0
10	0
629	0
317	0
212	0
1634	0
0	0
0	0
4	0
0	0
0	0
0	0
20	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
10	2
4	0
24	2
0	0
0	0
0	0
0	0
27	0
78	0
25	0
6	0
0	0
0	0
12	0
0	0
21	0
9	0
8	0
23	0
0	0
2	0
0	6
0	0
0	0
0	0
0	0
0	0
10	0
30	0
0	0
8	0
5	0
178	0
1295	0
0	0
0	0
11	0
206	0
32	0
0	0
0	0
0	0
2	0
5	0
4	0
0	0
83	0
18	0
4	0
0	0
6	0
6	0
101	0
0	0
49	0
0	0
30	0
0	0
22	0
23	0
22	0
0	0
0	0
15	0
25	0
0	0
0	0
5	0
0	0
0	0
8	0
39	0
20	0
0	0
1	0
0	0
7	0
4	0
12	0
26	0
0	0
10	0
7	0
37	0
2	0
75	0
17	0
89	0
0	0
1	0
0	0
0	0
0	0
0	0
32	0
10	0
3	0
0	0
0	0
0	0
0	0
10	0
0	0
0	0
3	0
6	0
0	0
0	0
0	0
0	0
0	0
25	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4412	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
69	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
564	0
0	0
10	0
2	0
6	0
8	0
0	0
0	0
0	0
0	0
0	0
9	0
13	0
0	0
21	0
18	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
24	0
0	0
0	0
6	0
6	0
0	0
0	3
0	0
0	0
3	0
0	0
0	0
0	0
0	0
1	0
7	0
0	0
0	0
0	0
23	0
71	0
0	0
5	0
17	0
0	0
0	0
0	0
0	0
0	0
30	0
0	0
0	0
0	0
0	0
0	0
0	0
22	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
1	0
0	0
0	0
0	0
0	0
8	0
5	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
39	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
1	0
9	0
148	0
0	0
44	0
2	0
0	0
0	0
8	0
4	0
0	0
28	0
4	0
0	0
18	0
18	0
0	0
22	0
0	0
562	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
18	0
0	0
2	1
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
23	0
0	0
0	0
0	0
13	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
27	0
0	0
0	0
15	0
0	0
0	0
0	0
0	0
18	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	5
54	0
0	0
0	0
0	0
0	0
0	0
0	0
13	0
9	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
1	0
4	0
0	0
0	0
0	0
0	0
0	0
154	0
50	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	0
0	0
0	0
3	0
0	0
1	0
0	0
0	0
10	0
0	0
7	0
0	0
0	0
0	0
0	0
5	0
0	0
10	0
18	0
65	0
1	0
0	0
20	0
3	0
0	0
15	0
0	0
7	0
0	0
13	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
17	0
0	0
0	0
0	0
6	0
0	0
9	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
15	0
4	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
34	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
14	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
15	0
0	0
24	0
118	0
576	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
10	0
20	0
0	0
10	0
0	0
17	0
35	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
13	0
0	0
0	0
0	0
113	0
101	0
19	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
13	0
7	0
33	0
0	0
14	0
12	0
0	0
0	0
0	0
0	0
8	0
0	0
0	0
1	0
48	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
71	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	0
0	0
0	0
0	0
15	0
0	0
0	0
0	0
0	0
27	0
18	0
0	0
0	0
11	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
7	0
5	0
0	0
18	0
0	0
0	0
0	0
16	0
21	0
11	0
5	0
0	0
0	0
10	0
11	0
0	0
4	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
10	0
28	0
74	27
54	43
127	0
8	0
0	0
1	0
32	0
42	0
0	0
2	0
0	0
4	0
0	0
0	0
8	0
0	0
17	0
0	0
13	0
0	0
0	0
0	0
0	0
15	0
3	0
0	0
0	0
4	0
17	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
42	0
19	0
5	0
0	0
0	0
0	0
0	0
13	0
0	0
3	0
11	0
0	0
0	0
25	0
5	2
12	0
0	0
0	0
10	0
0	0
0	0
0	0
5	0
6	0
0	0
0	0
0	0
9	0
0	0
0	0
0	0
0	0
12	0
0	0
0	0
0	0
0	0
1	0
0	0
3	0
0	0
0	0
2	0
1	0
10	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
26	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
15	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
11	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
99	0
19	0
18	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
1	0
0	0
14	0
